V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
1001000239.B7	GBM cell 2285	Brain	Homo sapiens	1001000239	B7	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G8	GBM cell 2286	Brain	Homo sapiens	1001000239	G8	Periphery	BT_S4	8	Immune cell	Regular
1001000239.B9	GBM cell 2287	Brain	Homo sapiens	1001000239	B9	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D12	GBM cell 2288	Brain	Homo sapiens	1001000239	D12	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G7	GBM cell 2289	Brain	Homo sapiens	1001000239	G7	Periphery	BT_S4	8	Immune cell	Regular
1001000239.F10	GBM cell 2290	Brain	Homo sapiens	1001000239	F10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E10	GBM cell 2291	Brain	Homo sapiens	1001000239	E10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.H10	GBM cell 2292	Brain	Homo sapiens	1001000239	H10	Periphery	BT_S4	8	Immune cell	Regular
1001000239.D2	GBM cell 2293	Brain	Homo sapiens	1001000239	D2	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E9	GBM cell 2294	Brain	Homo sapiens	1001000239	E9	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B10	GBM cell 2295	Brain	Homo sapiens	1001000239	B10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C4	GBM cell 2296	Brain	Homo sapiens	1001000239	C4	Periphery	BT_S4	8	Immune cell	Regular
1001000239.E2	GBM cell 2297	Brain	Homo sapiens	1001000239	E2	Periphery	BT_S4	7	Immune cell	Regular
1001000239.F6	GBM cell 2298	Brain	Homo sapiens	1001000239	F6	Periphery	BT_S4	8	Immune cell	Regular
1001000239.A7	GBM cell 2299	Brain	Homo sapiens	1001000239	A7	Periphery	BT_S4	8	Immune cell	Regular
1001000239.H9	GBM cell 2300	Brain	Homo sapiens	1001000239	H9	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G1	GBM cell 2301	Brain	Homo sapiens	1001000239	G1	Periphery	BT_S4	7	Immune cell	Regular
1001000239.G11	GBM cell 2302	Brain	Homo sapiens	1001000239	G11	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C11	GBM cell 2303	Brain	Homo sapiens	1001000239	C11	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D11	GBM cell 2304	Brain	Homo sapiens	1001000239	D11	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B2	GBM cell 2305	Brain	Homo sapiens	1001000239	B2	Periphery	BT_S4	8	Immune cell	Regular
1001000239.F12	GBM cell 2306	Brain	Homo sapiens	1001000239	F12	Periphery	BT_S4	8	Immune cell	Regular
1001000239.A2	GBM cell 2307	Brain	Homo sapiens	1001000239	A2	Periphery	BT_S4	8	Immune cell	Regular
1001000239.C2	GBM cell 2308	Brain	Homo sapiens	1001000239	C2	Periphery	BT_S4	3	Vascular	Regular
1001000239.D6	GBM cell 2309	Brain	Homo sapiens	1001000239	D6	Periphery	BT_S4	8	Immune cell	Regular
1001000239.B4	GBM cell 2310	Brain	Homo sapiens	1001000239	B4	Periphery	BT_S4	8	Immune cell	Regular
1001000239.A9	GBM cell 2311	Brain	Homo sapiens	1001000239	A9	Periphery	BT_S4	8	Immune cell	Regular
1001000239.H2	GBM cell 2312	Brain	Homo sapiens	1001000239	H2	Periphery	BT_S4	7	Immune cell	Regular
1001000239.F4	GBM cell 2313	Brain	Homo sapiens	1001000239	F4	Periphery	BT_S4	7	Immune cell	Regular
1001000239.H5	GBM cell 2314	Brain	Homo sapiens	1001000239	H5	Periphery	BT_S4	8	Immune cell	Regular
1001000239.E4	GBM cell 2315	Brain	Homo sapiens	1001000239	E4	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G3	GBM cell 2316	Brain	Homo sapiens	1001000239	G3	Periphery	BT_S4	7	Immune cell	Regular
1001000239.A11	GBM cell 2317	Brain	Homo sapiens	1001000239	A11	Periphery	BT_S4	8	Immune cell	Regular
1001000239.C1	GBM cell 2318	Brain	Homo sapiens	1001000239	C1	Periphery	BT_S4	7	Immune cell	Regular
1001000239.H7	GBM cell 2319	Brain	Homo sapiens	1001000239	H7	Periphery	BT_S4	8	Immune cell	Regular
1001000239.F2	GBM cell 2320	Brain	Homo sapiens	1001000239	F2	Periphery	BT_S4	7	Immune cell	Regular
1001000239.F9	GBM cell 2321	Brain	Homo sapiens	1001000239	F9	Periphery	BT_S4	8	Immune cell	Regular
1001000239.E12	GBM cell 2322	Brain	Homo sapiens	1001000239	E12	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B6	GBM cell 2323	Brain	Homo sapiens	1001000239	B6	Periphery	BT_S4	8	Immune cell	Regular
1001000239.D1	GBM cell 2324	Brain	Homo sapiens	1001000239	D1	Periphery	BT_S4	7	Immune cell	Regular
1001000239.A3	GBM cell 2325	Brain	Homo sapiens	1001000239	A3	Periphery	BT_S4	8	Immune cell	Regular
1001000239.C3	GBM cell 2326	Brain	Homo sapiens	1001000239	C3	Periphery	BT_S4	7	Immune cell	Regular
1001000239.G9	GBM cell 2327	Brain	Homo sapiens	1001000239	G9	Periphery	BT_S4	7	Immune cell	Regular
1001000239.G6	GBM cell 2328	Brain	Homo sapiens	1001000239	G6	Periphery	BT_S4	8	Immune cell	Regular
1001000239.C6	GBM cell 2329	Brain	Homo sapiens	1001000239	C6	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D8	GBM cell 2330	Brain	Homo sapiens	1001000239	D8	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E7	GBM cell 2331	Brain	Homo sapiens	1001000239	E7	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D3	GBM cell 2332	Brain	Homo sapiens	1001000239	D3	Periphery	BT_S4	7	Immune cell	Regular
1001000239.A5	GBM cell 2333	Brain	Homo sapiens	1001000239	A5	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B8	GBM cell 2334	Brain	Homo sapiens	1001000239	B8	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B1	GBM cell 2335	Brain	Homo sapiens	1001000239	B1	Periphery	BT_S4	7	Immune cell	Regular
1001000239.H8	GBM cell 2336	Brain	Homo sapiens	1001000239	H8	Periphery	BT_S4	7	Immune cell	Regular
1001000239.F7	GBM cell 2337	Brain	Homo sapiens	1001000239	F7	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D5	GBM cell 2338	Brain	Homo sapiens	1001000239	D5	Periphery	BT_S4	8	Immune cell	Regular
1001000239.A10	GBM cell 2339	Brain	Homo sapiens	1001000239	A10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C10	GBM cell 2340	Brain	Homo sapiens	1001000239	C10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.D10	GBM cell 2341	Brain	Homo sapiens	1001000239	D10	Periphery	BT_S4	8	Immune cell	Regular
1001000239.H3	GBM cell 2342	Brain	Homo sapiens	1001000239	H3	Periphery	BT_S4	8	Immune cell	Regular
1001000239.H11	GBM cell 2343	Brain	Homo sapiens	1001000239	H11	Periphery	BT_S4	8	Immune cell	Regular
1001000239.C7	GBM cell 2344	Brain	Homo sapiens	1001000239	C7	Periphery	BT_S4	8	Immune cell	Regular
1001000239.B11	GBM cell 2345	Brain	Homo sapiens	1001000239	B11	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E1	GBM cell 2346	Brain	Homo sapiens	1001000239	E1	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E8	GBM cell 2347	Brain	Homo sapiens	1001000239	E8	Periphery	BT_S4	8	Immune cell	Regular
1001000239.D7	GBM cell 2348	Brain	Homo sapiens	1001000239	D7	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C8	GBM cell 2349	Brain	Homo sapiens	1001000239	C8	Periphery	BT_S4	7	Immune cell	Regular
1001000239.E11	GBM cell 2350	Brain	Homo sapiens	1001000239	E11	Periphery	BT_S4	7	Immune cell	Regular
1001000239.A1	GBM cell 2351	Brain	Homo sapiens	1001000239	A1	Periphery	BT_S4	8	Immune cell	Regular
1001000239.F5	GBM cell 2352	Brain	Homo sapiens	1001000239	F5	Periphery	BT_S4	8	Immune cell	Regular
1001000239.A12	GBM cell 2353	Brain	Homo sapiens	1001000239	A12	Periphery	BT_S4	7	Immune cell	Regular
1001000239.G2	GBM cell 2354	Brain	Homo sapiens	1001000239	G2	Periphery	BT_S4	8	Immune cell	Regular
1001000239.E5	GBM cell 2355	Brain	Homo sapiens	1001000239	E5	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G10	GBM cell 2356	Brain	Homo sapiens	1001000239	G10	Periphery	BT_S4	7	Immune cell	Regular
1001000239.H4	GBM cell 2357	Brain	Homo sapiens	1001000239	H4	Periphery	BT_S4	8	Immune cell	Regular
1001000239.G12	GBM cell 2358	Brain	Homo sapiens	1001000239	G12	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C5	GBM cell 2359	Brain	Homo sapiens	1001000239	C5	Periphery	BT_S4	7	Immune cell	Regular
1001000239.B3	GBM cell 2360	Brain	Homo sapiens	1001000239	B3	Periphery	BT_S4	7	Immune cell	Regular
1001000239.C12	GBM cell 2361	Brain	Homo sapiens	1001000239	C12	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B1	GBM cell 2362	Brain	Homo sapiens	1001000240	B1	Periphery	BT_S4	8	Immune cell	Regular
1001000240.F6	GBM cell 2363	Brain	Homo sapiens	1001000240	F6	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H5	GBM cell 2364	Brain	Homo sapiens	1001000240	H5	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H9	GBM cell 2365	Brain	Homo sapiens	1001000240	H9	Periphery	BT_S4	7	Immune cell	Regular
1001000240.D11	GBM cell 2366	Brain	Homo sapiens	1001000240	D11	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A7	GBM cell 2367	Brain	Homo sapiens	1001000240	A7	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C11	GBM cell 2368	Brain	Homo sapiens	1001000240	C11	Periphery	BT_S4	7	Immune cell	Regular
1001000240.G5	GBM cell 2369	Brain	Homo sapiens	1001000240	G5	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F5	GBM cell 2370	Brain	Homo sapiens	1001000240	F5	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E6	GBM cell 2371	Brain	Homo sapiens	1001000240	E6	Periphery	BT_S4	8	Immune cell	Regular
1001000240.C6	GBM cell 2372	Brain	Homo sapiens	1001000240	C6	Periphery	BT_S4	8	Immune cell	Regular
1001000240.E12	GBM cell 2373	Brain	Homo sapiens	1001000240	E12	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B2	GBM cell 2374	Brain	Homo sapiens	1001000240	B2	Periphery	BT_S4	8	Immune cell	Regular
1001000240.C5	GBM cell 2375	Brain	Homo sapiens	1001000240	C5	Periphery	BT_S4	8	Immune cell	Regular
1001000240.H10	GBM cell 2376	Brain	Homo sapiens	1001000240	H10	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H7	GBM cell 2377	Brain	Homo sapiens	1001000240	H7	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H3	GBM cell 2378	Brain	Homo sapiens	1001000240	H3	Periphery	BT_S4	8	Immune cell	Regular
1001000240.B11	GBM cell 2379	Brain	Homo sapiens	1001000240	B11	Periphery	BT_S4	7	Immune cell	Regular
1001000240.G3	GBM cell 2380	Brain	Homo sapiens	1001000240	G3	Periphery	BT_S4	8	Immune cell	Regular
1001000240.D1	GBM cell 2381	Brain	Homo sapiens	1001000240	D1	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E1	GBM cell 2382	Brain	Homo sapiens	1001000240	E1	Periphery	BT_S4	7	Immune cell	Regular
1001000240.D6	GBM cell 2383	Brain	Homo sapiens	1001000240	D6	Periphery	BT_S4	8	Immune cell	Regular
1001000240.F12	GBM cell 2384	Brain	Homo sapiens	1001000240	F12	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F3	GBM cell 2385	Brain	Homo sapiens	1001000240	F3	Periphery	BT_S4	7	Immune cell	Regular
1001000240.A2	GBM cell 2386	Brain	Homo sapiens	1001000240	A2	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B4	GBM cell 2387	Brain	Homo sapiens	1001000240	B4	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B6	GBM cell 2388	Brain	Homo sapiens	1001000240	B6	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E9	GBM cell 2389	Brain	Homo sapiens	1001000240	E9	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C3	GBM cell 2390	Brain	Homo sapiens	1001000240	C3	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G7	GBM cell 2391	Brain	Homo sapiens	1001000240	G7	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A10	GBM cell 2392	Brain	Homo sapiens	1001000240	A10	Periphery	BT_S4	8	Immune cell	Regular
1001000240.F9	GBM cell 2393	Brain	Homo sapiens	1001000240	F9	Periphery	BT_S4	7	Immune cell	Regular
1001000240.D8	GBM cell 2394	Brain	Homo sapiens	1001000240	D8	Periphery	BT_S4	8	Immune cell	Regular
1001000240.B12	GBM cell 2395	Brain	Homo sapiens	1001000240	B12	Periphery	BT_S4	8	Immune cell	Regular
1001000240.F10	GBM cell 2396	Brain	Homo sapiens	1001000240	F10	Periphery	BT_S4	8	Immune cell	Regular
1001000240.B8	GBM cell 2397	Brain	Homo sapiens	1001000240	B8	Periphery	BT_S4	7	Immune cell	Regular
1001000240.G11	GBM cell 2398	Brain	Homo sapiens	1001000240	G11	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G4	GBM cell 2399	Brain	Homo sapiens	1001000240	G4	Periphery	BT_S4	8	Immune cell	Regular
1001000240.D2	GBM cell 2400	Brain	Homo sapiens	1001000240	D2	Periphery	BT_S4	7	Immune cell	Regular
1001000240.A9	GBM cell 2401	Brain	Homo sapiens	1001000240	A9	Periphery	BT_S4	8	Immune cell	Regular
1001000240.D12	GBM cell 2402	Brain	Homo sapiens	1001000240	D12	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F7	GBM cell 2403	Brain	Homo sapiens	1001000240	F7	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C10	GBM cell 2404	Brain	Homo sapiens	1001000240	C10	Periphery	BT_S4	7	Immune cell	Regular
1001000240.G2	GBM cell 2405	Brain	Homo sapiens	1001000240	G2	Periphery	BT_S4	8	Immune cell	Regular
1001000240.E11	GBM cell 2406	Brain	Homo sapiens	1001000240	E11	Periphery	BT_S4	7	Immune cell	Regular
1001000240.D4	GBM cell 2407	Brain	Homo sapiens	1001000240	D4	Periphery	BT_S4	8	Immune cell	Regular
1001000240.C4	GBM cell 2408	Brain	Homo sapiens	1001000240	C4	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A1	GBM cell 2409	Brain	Homo sapiens	1001000240	A1	Periphery	BT_S4	8	Immune cell	Regular
1001000240.C9	GBM cell 2410	Brain	Homo sapiens	1001000240	C9	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E7	GBM cell 2411	Brain	Homo sapiens	1001000240	E7	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B3	GBM cell 2412	Brain	Homo sapiens	1001000240	B3	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H8	GBM cell 2413	Brain	Homo sapiens	1001000240	H8	Periphery	BT_S4	8	Immune cell	Regular
1001000240.H4	GBM cell 2414	Brain	Homo sapiens	1001000240	H4	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G8	GBM cell 2415	Brain	Homo sapiens	1001000240	G8	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B10	GBM cell 2416	Brain	Homo sapiens	1001000240	B10	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F4	GBM cell 2417	Brain	Homo sapiens	1001000240	F4	Periphery	BT_S4	7	Immune cell	Regular
1001000240.D9	GBM cell 2418	Brain	Homo sapiens	1001000240	D9	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H1	GBM cell 2419	Brain	Homo sapiens	1001000240	H1	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B7	GBM cell 2420	Brain	Homo sapiens	1001000240	B7	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C2	GBM cell 2421	Brain	Homo sapiens	1001000240	C2	Periphery	BT_S4	8	Immune cell	Regular
1001000240.H11	GBM cell 2422	Brain	Homo sapiens	1001000240	H11	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C12	GBM cell 2423	Brain	Homo sapiens	1001000240	C12	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B5	GBM cell 2424	Brain	Homo sapiens	1001000240	B5	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H2	GBM cell 2425	Brain	Homo sapiens	1001000240	H2	Periphery	BT_S4	7	Immune cell	Regular
1001000240.H6	GBM cell 2426	Brain	Homo sapiens	1001000240	H6	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A11	GBM cell 2427	Brain	Homo sapiens	1001000240	A11	Periphery	BT_S4	7	Immune cell	Regular
1001000240.A8	GBM cell 2428	Brain	Homo sapiens	1001000240	A8	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G1	GBM cell 2429	Brain	Homo sapiens	1001000240	G1	Periphery	BT_S4	8	Immune cell	Regular
1001000240.D3	GBM cell 2430	Brain	Homo sapiens	1001000240	D3	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F2	GBM cell 2431	Brain	Homo sapiens	1001000240	F2	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E8	GBM cell 2432	Brain	Homo sapiens	1001000240	E8	Periphery	BT_S4	8	Immune cell	Regular
1001000240.E2	GBM cell 2433	Brain	Homo sapiens	1001000240	E2	Periphery	BT_S4	7	Immune cell	Regular
1001000240.A5	GBM cell 2434	Brain	Homo sapiens	1001000240	A5	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G6	GBM cell 2435	Brain	Homo sapiens	1001000240	G6	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C1	GBM cell 2436	Brain	Homo sapiens	1001000240	C1	Periphery	BT_S4	7	Immune cell	Regular
1001000240.B9	GBM cell 2437	Brain	Homo sapiens	1001000240	B9	Periphery	BT_S4	8	Immune cell	Regular
1001000240.F8	GBM cell 2438	Brain	Homo sapiens	1001000240	F8	Periphery	BT_S4	8	Immune cell	Regular
1001000240.D5	GBM cell 2439	Brain	Homo sapiens	1001000240	D5	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G10	GBM cell 2440	Brain	Homo sapiens	1001000240	G10	Periphery	BT_S4	7	Immune cell	Regular
1001000240.F1	GBM cell 2441	Brain	Homo sapiens	1001000240	F1	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A6	GBM cell 2442	Brain	Homo sapiens	1001000240	A6	Periphery	BT_S4	8	Immune cell	Regular
1001000240.G12	GBM cell 2443	Brain	Homo sapiens	1001000240	G12	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A12	GBM cell 2444	Brain	Homo sapiens	1001000240	A12	Periphery	BT_S4	8	Immune cell	Regular
1001000240.A3	GBM cell 2445	Brain	Homo sapiens	1001000240	A3	Periphery	BT_S4	7	Immune cell	Regular
1001000240.C8	GBM cell 2446	Brain	Homo sapiens	1001000240	C8	Periphery	BT_S4	7	Immune cell	Regular
1001000240.E4	GBM cell 2447	Brain	Homo sapiens	1001000240	E4	Periphery	BT_S4	8	Immune cell	Regular
1001000241.F1	GBM cell 2448	Brain	Homo sapiens	1001000241	F1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B3	GBM cell 2449	Brain	Homo sapiens	1001000241	B3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B8	GBM cell 2450	Brain	Homo sapiens	1001000241	B8	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D4	GBM cell 2451	Brain	Homo sapiens	1001000241	D4	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D7	GBM cell 2452	Brain	Homo sapiens	1001000241	D7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A4	GBM cell 2453	Brain	Homo sapiens	1001000241	A4	Tumor	BT_S4	2	Oligodendrocyte	Regular
1001000241.C5	GBM cell 2454	Brain	Homo sapiens	1001000241	C5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B11	GBM cell 2455	Brain	Homo sapiens	1001000241	B11	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D9	GBM cell 2456	Brain	Homo sapiens	1001000241	D9	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C10	GBM cell 2457	Brain	Homo sapiens	1001000241	C10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C7	GBM cell 2458	Brain	Homo sapiens	1001000241	C7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A6	GBM cell 2459	Brain	Homo sapiens	1001000241	A6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A9	GBM cell 2460	Brain	Homo sapiens	1001000241	A9	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A2	GBM cell 2461	Brain	Homo sapiens	1001000241	A2	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E2	GBM cell 2462	Brain	Homo sapiens	1001000241	E2	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B7	GBM cell 2463	Brain	Homo sapiens	1001000241	B7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C12	GBM cell 2464	Brain	Homo sapiens	1001000241	C12	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C8	GBM cell 2465	Brain	Homo sapiens	1001000241	C8	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C1	GBM cell 2466	Brain	Homo sapiens	1001000241	C1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D1	GBM cell 2467	Brain	Homo sapiens	1001000241	D1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B5	GBM cell 2468	Brain	Homo sapiens	1001000241	B5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A10	GBM cell 2469	Brain	Homo sapiens	1001000241	A10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C3	GBM cell 2470	Brain	Homo sapiens	1001000241	C3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D2	GBM cell 2471	Brain	Homo sapiens	1001000241	D2	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D6	GBM cell 2472	Brain	Homo sapiens	1001000241	D6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A1	GBM cell 2473	Brain	Homo sapiens	1001000241	A1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A5	GBM cell 2474	Brain	Homo sapiens	1001000241	A5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C4	GBM cell 2475	Brain	Homo sapiens	1001000241	C4	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B1	GBM cell 2476	Brain	Homo sapiens	1001000241	B1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E1	GBM cell 2477	Brain	Homo sapiens	1001000241	E1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A12	GBM cell 2478	Brain	Homo sapiens	1001000241	A12	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B2	GBM cell 2479	Brain	Homo sapiens	1001000241	B2	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A7	GBM cell 2480	Brain	Homo sapiens	1001000241	A7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C9	GBM cell 2481	Brain	Homo sapiens	1001000241	C9	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E5	GBM cell 2482	Brain	Homo sapiens	1001000241	E5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A3	GBM cell 2483	Brain	Homo sapiens	1001000241	A3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C6	GBM cell 2484	Brain	Homo sapiens	1001000241	C6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E3	GBM cell 2485	Brain	Homo sapiens	1001000241	E3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B12	GBM cell 2486	Brain	Homo sapiens	1001000241	B12	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B9	GBM cell 2487	Brain	Homo sapiens	1001000241	B9	Tumor	BT_S4	2	Oligodendrocyte	Regular
1001000241.A8	GBM cell 2488	Brain	Homo sapiens	1001000241	A8	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D3	GBM cell 2489	Brain	Homo sapiens	1001000241	D3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E4	GBM cell 2490	Brain	Homo sapiens	1001000241	E4	Tumor	BT_S4	8	Immune cell	Regular
1001000241.B6	GBM cell 2491	Brain	Homo sapiens	1001000241	B6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.A11	GBM cell 2492	Brain	Homo sapiens	1001000241	A11	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D5	GBM cell 2493	Brain	Homo sapiens	1001000241	D5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D10	GBM cell 2494	Brain	Homo sapiens	1001000241	D10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.C2	GBM cell 2495	Brain	Homo sapiens	1001000241	C2	Tumor	BT_S4	8	Immune cell	Regular
1001000241.D12	GBM cell 2496	Brain	Homo sapiens	1001000241	D12	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E6	GBM cell 2497	Brain	Homo sapiens	1001000241	E6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G3	GBM cell 2498	Brain	Homo sapiens	1001000241	G3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.F3	GBM cell 2499	Brain	Homo sapiens	1001000241	F3	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G5	GBM cell 2500	Brain	Homo sapiens	1001000241	G5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.H10	GBM cell 2501	Brain	Homo sapiens	1001000241	H10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G8	GBM cell 2502	Brain	Homo sapiens	1001000241	G8	Tumor	BT_S4	8	Immune cell	Regular
1001000241.F10	GBM cell 2503	Brain	Homo sapiens	1001000241	F10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.F5	GBM cell 2504	Brain	Homo sapiens	1001000241	F5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.H8	GBM cell 2505	Brain	Homo sapiens	1001000241	H8	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E7	GBM cell 2506	Brain	Homo sapiens	1001000241	E7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.H11	GBM cell 2507	Brain	Homo sapiens	1001000241	H11	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G6	GBM cell 2508	Brain	Homo sapiens	1001000241	G6	Tumor	BT_S4	8	Immune cell	Regular
1001000241.H5	GBM cell 2509	Brain	Homo sapiens	1001000241	H5	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G1	GBM cell 2510	Brain	Homo sapiens	1001000241	G1	Tumor	BT_S4	8	Immune cell	Regular
1001000241.F7	GBM cell 2511	Brain	Homo sapiens	1001000241	F7	Tumor	BT_S4	8	Immune cell	Regular
1001000241.E10	GBM cell 2512	Brain	Homo sapiens	1001000241	E10	Tumor	BT_S4	8	Immune cell	Regular
1001000241.G11	GBM cell 2513	Brain	Homo sapiens	1001000241	G11	Tumor	BT_S4	8	Immune cell	Regular
